GeneCluster	Gene	HyPhy_result	Detection_rate
Soil_0124377794_COG0553	DSM_0397075325	NS_HV	1.64
Soil_0124377794_COG0553	DSM_0413280366	NS_HV	9.51
Soil_0124377794_COG0553	DSM_0413304721	NS_HV	4.26
Soil_0124377794_COG0553	DSM_0421347012	NS_HV	3.61
Soil_0124377794_COG0553	DSM_0427760277	NS_HV	3.93
Soil_0124377794_COG0553	DSM_0432778694	NS_HV	2.95
Soil_0124377794_COG0553	DSM_0434958582	NS_HV	6.56
Soil_0124377794_COG0553	DSM_0436456769	NS_HV	0.66
Soil_0124377794_COG0553	DSM_0456096681	NS_HV	5.57
Soil_0124377794_COG0553	DSM_0458493807	NS_HV	0.66
Soil_0124377794_COG0553	DSM_0461793020	NS_HV	1.64
Soil_0124377794_COG0553	DSM_0471723104	NS_HV	2.95
Soil_0124377794_COG0553	DSM_0474366025	NS_HV	8.2
Soil_0124377794_COG0553	DSM_0482151164	NS_HV	3.28
Soil_0124377794_COG0553	DSM_0497409037	NS_HV	4.92
Soil_0124377794_COG0553	DSM_0498361171	NS_HV	4.26
Soil_0124377794_COG0553	DSM_0002345081	NS_HE	71.19
Soil_0124377794_COG0553	DSM_0002757509	NS_HE	2.54
Soil_0124377794_COG0553	DSM_0011675525	NS_HE	0
Soil_0124377794_COG0553	DSM_0012055879	NS_HE	1.35
Soil_0124377794_COG0553	DSM_0015935859	NS_HE	1.11
Soil_0124377794_COG0553	DSM_0034721477	NS_HE	7.7
Soil_0124377794_COG0553	DSM_0038682253	NS_HE	5
Soil_0124377794_COG0553	DSM_0041712689	NS_HE	0.87
Soil_0124377794_COG0553	DSM_0043130211	NS_HE	1.03
Soil_0124377794_COG0553	DSM_0044634390	NS_HE	16.11
Soil_0124377794_COG0553	DSM_0047665028	NS_HE	48.57
Soil_0124377794_COG0553	DSM_0058465796	NS_HE	6.27
Soil_0124377794_COG0553	DSM_0063189444	NS_HE	5.24
Soil_0124377794_COG0553	DSM_0076972599	NS_HE	1.98
Soil_0124377794_COG0553	DSM_0078278245	NS_HE	7.3
Soil_0124377794_COG0553	DSM_0078872280	NS_HE	3.97
Soil_0124377794_COG0553	DSM_0080096610	NS_HE	2.54
Soil_0124377794_COG0553	DSM_0080795722	NS_HE	1.59
Soil_0124377794_COG0553	DSM_0081592240	NS_HE	4.21
Soil_0124377794_COG0553	DSM_0085404892	NS_HE	6.9
Soil_0124377794_COG0553	DSM_0096201096	NS_HE	73.17
Soil_0124377794_COG0553	DSM_0096237057	NS_HE	64.37
Soil_0124377794_COG0553	DSM_0096599777	NS_HE	3.57
Soil_0124377794_COG0553	DSM_0099190093	NS_HE	0.71
Soil_0124377794_COG0553	DSM_0099755948	NS_HE	0.79
Soil_0124377794_COG0553	DSM_0104321459	NS_HE	20.4
Soil_0124377794_COG0553	DSM_0104534731	NS_HE	18.33
Soil_0124377794_COG0553	DSM_0106972693	NS_HE	17.22
Soil_0124377794_COG0553	DSM_0112492754	NS_HE	5.08
Soil_0124377794_COG0553	DSM_0117774432	NS_HE	24.68
Soil_0124377794_COG0553	DSM_0119590865	NS_HE	28.49
Soil_0124377794_COG0553	DSM_0119735831	NS_HE	0.71
Soil_0124377794_COG0553	DSM_0121012840	NS_HE	3.89
Soil_0124377794_COG0553	DSM_0121861088	NS_HE	19.6
Soil_0124377794_COG0553	DSM_0143596663	NS_HE	1.03
Soil_0124377794_COG0553	DSM_0144801711	NS_HE	2.3
Soil_0124377794_COG0553	DSM_0148307588	NS_HE	18.97
Soil_0124377794_COG0553	DSM_0154791446	NS_HE	61.51
Soil_0124377794_COG0553	DSM_0158896633	NS_HE	1.11
Soil_0124377794_COG0553	DSM_0159538824	NS_HE	1.9
Soil_0124377794_COG0553	DSM_0159596553	NS_HE	0.87
Soil_0124377794_COG0553	DSM_0167518420	NS_HE	2.14
Soil_0124377794_COG0553	DSM_0170853014	NS_HE	10.87
Soil_0124377794_COG0553	DSM_0180755659	NS_HE	18.1
Soil_0124377794_COG0553	DSM_0181789322	NS_HE	12.38
Soil_0124377794_COG0553	DSM_0185092039	NS_HE	9.52
Soil_0124377794_COG0553	DSM_0191291216	NS_HE	40.63
Soil_0124377794_COG0553	DSM_0191397224	NS_HE	49.84
Soil_0124377794_COG0553	DSM_0194599560	NS_HE	61.59
Soil_0124377794_COG0553	DSM_0203046951	NS_HE	8.97
Soil_0124377794_COG0553	DSM_0212941316	NS_HE	34.29
Soil_0124377794_COG0553	DSM_0213999671	NS_HE	4.13
Soil_0124377794_COG0553	DSM_0221325773	NS_HE	23.41
Soil_0124377794_COG0553	DSM_0222567918	NS_HE	30.24
Soil_0124377794_COG0553	DSM_0227290395	NS_HE	0.48
Soil_0124377794_COG0553	DSM_0230967895	NS_HE	78.89
Soil_0124377794_COG0553	DSM_0231371248	NS_HE	66.75
Soil_0124377794_COG0553	DSM_0236052219	NS_HE	16.03
Soil_0124377794_COG0553	DSM_0236676673	NS_HE	9.21
Soil_0124377794_COG0553	DSM_0241731828	NS_HE	6.43
Soil_0124377794_COG0553	DSM_0242648696	NS_HE	30.95
Soil_0124377794_COG0553	DSM_0244421225	NS_HE	0.87
Soil_0124377794_COG0553	DSM_0246078394	NS_HE	25.4
Soil_0124377794_COG0553	DSM_0246340762	NS_HE	0.4
Soil_0124377794_COG0553	DSM_0246737400	NS_HE	14.44
Soil_0124377794_COG0553	DSM_0249354466	NS_HE	19.29
Soil_0124377794_COG0553	DSM_0249584578	NS_HE	48.81
Soil_0124377794_COG0553	DSM_0252319516	NS_HE	3.89
Soil_0124377794_COG0553	DSM_0252996299	NS_HE	43.1
Soil_0124377794_COG0553	DSM_0253308679	NS_HE	5.87
Soil_0124377794_COG0553	DSM_0254949714	NS_HE	9.68
Soil_0124377794_COG0553	DSM_0260233713	NS_HE	4.44
Soil_0124377794_COG0553	DSM_0261559276	NS_HE	6.27
Soil_0124377794_COG0553	DSM_0268152979	NS_HE	0.71
Soil_0124377794_COG0553	DSM_0268545592	NS_HE	0.24
Soil_0124377794_COG0553	DSM_0269495535	NS_HE	20.08
Soil_0124377794_COG0553	DSM_0280029462	NS_HE	25.48
Soil_0124377794_COG0553	DSM_0286600215	NS_HE	3.33
Soil_0124377794_COG0553	DSM_0288078864	NS_HE	11.11
Soil_0124377794_COG0553	DSM_0290174550	NS_HE	0.79
Soil_0124377794_COG0553	DSM_0290488648	NS_HE	9.13
Soil_0124377794_COG0553	DSM_0290494485	NS_HE	38.1
Soil_0124377794_COG0553	DSM_0295316535	NS_HE	0.08
Soil_0124377794_COG0553	DSM_0306491500	NS_HE	5.79
Soil_0124377794_COG0553	DSM_0309205793	NS_HE	72.3
Soil_0124377794_COG0553	DSM_0309848360	NS_HE	78.97
Soil_0124377794_COG0553	DSM_0312896980	NS_HE	1.19
Soil_0124377794_COG0553	DSM_0316776928	NS_HE	4.44
Soil_0124377794_COG0553	DSM_0317856005	NS_HE	7.78
Soil_0124377794_COG0553	DSM_0320623399	NS_HE	1.03
Soil_0124377794_COG0553	DSM_0322665045	NS_HE	43.57
Soil_0124377794_COG0553	DSM_0325273509	NS_HE	6.98
Soil_0124377794_COG0553	DSM_0326276952	NS_HE	8.49
Soil_0124377794_COG0553	DSM_0327988471	NS_HE	5.79
Soil_0124377794_COG0553	DSM_0330774272	NS_HE	7.22
Soil_0124377794_COG0553	DSM_0333989487	NS_HE	4.05
Soil_0124377794_COG0553	DSM_0336907386	NS_HE	22.46
Soil_0124377794_COG0553	DSM_0337103413	NS_HE	0.4
Soil_0124377794_COG0553	DSM_0342419927	NS_HE	28.81
Soil_0124377794_COG0553	DSM_0349798828	NS_HE	24.05
Soil_0124377794_COG0553	DSM_0350603858	NS_HE	3.02
Soil_0124377794_COG0553	DSM_0352771174	NS_HE	46.43
Soil_0124377794_COG0553	DSM_0359093756	NS_HE	5
Soil_0124377794_COG0553	DSM_0370332205	NS_HE	9.52
Soil_0124377794_COG0553	DSM_0371222571	NS_HE	1.98
Soil_0124377794_COG0553	DSM_0380275001	NS_HE	1.75
Soil_0124377794_COG0553	DSM_0387311060	NS_HE	3.33
Soil_0124377794_COG0553	DSM_0392154635	NS_HE	5.63
Soil_0124377794_COG0553	DSM_0395525097	NS_HE	22.78
Soil_0124377794_COG0553	DSM_0397075325	NS_HE	42.78
Soil_0124377794_COG0553	DSM_0413280366	NS_HE	10.16
Soil_0124377794_COG0553	DSM_0413304721	NS_HE	20.87
Soil_0124377794_COG0553	DSM_0421347012	NS_HE	25.56
Soil_0124377794_COG0553	DSM_0427760277	NS_HE	50.48
Soil_0124377794_COG0553	DSM_0432778694	NS_HE	26.51
Soil_0124377794_COG0553	DSM_0434958582	NS_HE	39.44
Soil_0124377794_COG0553	DSM_0436456769	NS_HE	1.51
Soil_0124377794_COG0553	DSM_0456096681	NS_HE	19.84
Soil_0124377794_COG0553	DSM_0458493807	NS_HE	30.08
Soil_0124377794_COG0553	DSM_0461793020	NS_HE	1.27
Soil_0124377794_COG0553	DSM_0471723104	NS_HE	2.3
Soil_0124377794_COG0553	DSM_0474366025	NS_HE	81.03
Soil_0124377794_COG0553	DSM_0482151164	NS_HE	3.73
Soil_0124377794_COG0553	DSM_0497409037	NS_HE	16.98
Soil_0124377794_COG0553	DSM_0498361171	NS_HE	0.95
