"GeneCluster"	"NS"	"REG"	"FC"	"p"	"FDR"
"DSM_0171129638"	13.9541463414634	19.8771428571429	1.42446140170394	0.0617	0.189049502133713
"DSM_0171201234"	2.75093333333333	14.7483333333333	5.36121074059713	0.0482	0.165876849642005
"DSM_0171273233"	10.7992045454545	14.1441176470588	1.30973698919447	0.279	0.468955130706204
"DSM_0171406348"	3.56707792207792	4.78083333333333	1.34026602103168	0.373	0.561258819420189
"DSM_0171511538"	4.88712802768166	8.22933333333333	1.68387922041755	0.00501	0.0467937931034483
"DSM_0171676016"	3.39061111111111	2.5025	0.738067539447166	0.614	0.757694643368662
"DSM_0171695446"	2.57216494845361	15.801	6.14307414829659	0.0117	0.0733676855895197
"DSM_0171884949"	2.82939130434783	8.738	3.08829676071055	0.213	0.397231168831169
"DSM_0172012437"	3.85142857142857	6.94307692307692	1.80272768774252	0.0986	0.247967775831874
"DSM_0172057230"	4.20511111111111	0.741666666666667	0.176372668181578	0.0728	0.208386976744186
"DSM_0172136965"	9.03655172413793	8.99	0.994848507975273	0.667	0.791580165289256
"DSM_0172311251"	8.58004484304933	11.425	1.33157812214179	0.042	0.15294674556213
"DSM_0172812063"	18.2865730337079	22.3269565217391	1.2209480956647	0.354	0.544654285714286
"DSM_0172819691"	5.95817258883249	11.7742105263158	1.9761445897664	0.000208	0.0070005
"DSM_0172837346"	9.77597972972973	13.6644827586207	1.39776095454307	0.57	0.724140371571808
"DSM_0172874802"	1.68	1.89181818181818	1.12608225108225	0.0547	0.176912612612613
"DSM_0172917336"	2.48630319148936	3.18454545454545	1.28083552538813	0.572	0.724970873786408
"DSM_0173021679"	4.9756511627907	10.4927272727273	2.10881489265059	0.0556	0.178217857142857
"DSM_0173159174"	4.65052009456265	5.332	1.14653842830055	0.308	0.498821052631579
"DSM_0173327863"	7.74460251046025	9.57590909090909	1.23646230752003	0.255	0.44313836224284
"DSM_0173359245"	6.0965	10.485625	1.71994176986796	0.276	0.466094864758918
"DSM_0173573615"	4.72678571428571	5.1575	1.09112202493389	0.842	0.912537358490566
"DSM_0173787091"	6.07287958115183	11.6463636363636	1.9177662722821	0.008	0.0600123130434783
"DSM_0174261435"	1.72195652173913	1.095	0.635904557505365	0.154	0.329246650124069
"DSM_0174378754"	5.28643835616438	6.30272727272727	1.19224454123783	0.534	0.698382513661202
"DSM_0174523283"	4.5964738292011	3.058	0.665292594634766	0.575	0.727275396359366
"DSM_0174698295"	3.3220987654321	15.1083333333333	4.54782786428333	0.000148	0.00549641379310345
"DSM_0174724649"	14.338487804878	10.9314285714286	0.762383643253484	0.41	0.59490737622095
"DSM_0174794692"	7.94469613259669	9.99	1.25744268040807	0.726	0.836706260032103
"DSM_0174800503"	8.03036036036036	9.95571428571429	1.23975934316197	0.154	0.329246650124069
"DSM_0174957922"	2.59483146067416	2.41522727272727	0.930783871450278	0.957	0.979276959619952
"DSM_0174974839"	9.08003144654088	11.6851612903226	1.28690757946374	0.232	0.419763124737505
"DSM_0175053532"	5.41360606060606	8.04638888888889	1.48632700621517	0.00719	0.0564983606557377
"DSM_0175751065"	2.93923076923077	4.05	1.37791154148129	0.664	0.789542368203147
"DSM_0175980617"	3.82101694915254	18.334	4.79819907735983	0.0206	0.100846363636364
"DSM_0176084314"	4.29604060913706	6.47875	1.50807466442953	0.293	0.482693690248566
"DSM_0176140870"	4.41661016949153	3.38166666666667	0.76567017166833	0.449	0.629038048780488
"DSM_0176285169"	7.25628318584071	13.1586666666667	1.81341691464624	0.159	0.335935262383521
"DSM_0176454264"	6.305	10.9346153846154	1.73427682547429	0.126	0.288727659574468
"DSM_0176546951"	8.53230769230769	25.7866666666667	3.02223824978964	0.188	0.367970922308042
"DSM_0176559318"	3.24194444444444	4.27375	1.31826750064262	0.794	0.882040226921093
"DSM_0176659691"	2.70377850162866	4.243	1.56928535286606	0.636	0.770497187851519
"DSM_0176711622"	3.22948275862069	7.52	2.32854626021035	0.0279	0.119714342629482
"DSM_0176725851"	3.97275675675676	8.13833333333333	2.0485355212075	0.051	0.170316279069767
"DSM_0176803922"	4.02291666666667	7.382	1.83498705334024	0.465	0.641646380525304
"DSM_0176844523"	4.91509132420091	6.1688	1.25507332277349	0.189	0.368755434782609
"DSM_0176929588"	10.1996031746032	15.0704545454545	1.47755302706087	0.211	0.395900696864112
"DSM_0177065583"	3.45454545454545	2.01625	0.583651315789474	0.657	0.784032132963989
"DSM_0177468566"	2.76684210526316	10.6666666666667	3.85517722401877	0.0167	0.0883692307692308
"DSM_0177660333"	3.24075268817204	4.87428571428571	1.50405976120167	0.0692	0.203768694463431
"DSM_0177666239"	7.10502777777778	9.58631578947368	1.34922988189526	0.206	0.389915641476274
"DSM_0177736706"	14.0900903614458	23.4658333333333	1.66541397048397	0.018	0.0922045184304399
"DSM_0177808863"	9.25046296296296	23.41	2.53068414994245	0.0528	0.173768067226891
"DSM_0178065334"	1.33033333333333	0.503333333333333	0.378351290403408	0.0521	0.172784295612009
"DSM_0178393160"	5.81355555555556	9.55896551724138	1.64425460905876	0.216	0.401089655172414
"DSM_0178772096"	7.86841509433962	13.2896428571429	1.68898598991087	0.0479	0.165612520064205
"DSM_0178895834"	2.45507142857143	6.71888888888889	2.73673865888233	0.0476	0.165105314009662
"DSM_0178963671"	3.91606060606061	4.73435483870968	1.20895852106647	0.0736	0.210118489065606
"DSM_0179050222"	7.60348837209302	10.3988888888889	1.36764710880019	0.28	0.469902610050643
"DSM_0179233366"	3.11404761904762	7.38	2.36990595611285	0.00748	0.0575935828877005
"DSM_0179398532"	19.4257142857143	7.77	0.399985291954699	0.0107	0.0685946428571429
"DSM_0179726279"	8.06594202898551	14.4971428571429	1.79732792586984	0.00327	0.0362489002557545
"DSM_0179746394"	15.8190202702703	18.3396774193548	1.15934344264175	0.656	0.783489880787358
"DSM_0179788960"	4.76794520547945	2.872	0.602355915646728	0.951	0.976616924910608
"DSM_0179819698"	2.6245	5.08125	1.93608306344066	0.658	0.784573484638804
"DSM_0180093428"	6.26609022556391	7.70615384615385	1.22981852618637	0.481	0.655535590003164
"DSM_0180330536"	26.0597111913357	30.2596428571429	1.16116570268068	0.208	0.392150547045952
"DSM_0180608109"	7.08504098360656	10.012	1.41311814895155	0.102	0.253265706051873
"DSM_0180628170"	2.65740484429066	4.08333333333333	1.53658684791903	0.789	0.879206414899121
"DSM_0181160896"	7.16324324324324	9.67625	1.35081968759433	0.612	0.756309810671256
"DSM_0181220090"	20.4620639534884	15.9640909090909	0.780179895116072	0.0895	0.235388278388278
"DSM_0181262475"	12.8497835497836	13.223125	1.02905429875686	0.247	0.434671568627451
"DSM_0181389682"	3.21708333333333	8.68083333333333	2.69835513534516	0.0201	0.0989609142857143
"DSM_0181400582"	12.2406060606061	14.7890476190476	1.20819570091739	0.295	0.484691075514874
"DSM_0181688424"	5.00388888888889	9.40066666666667	1.87867214388809	0.142	0.312269525267994
"DSM_0181773056"	12.1512765957447	22.1593617021277	1.82362417047504	6.98e-06	0.000751746
"DSM_0181958222"	6.44124513618677	8.58333333333333	1.3325580927067	0.0993	0.249146418171229
"DSM_0181988179"	8.20275	9.92	1.20935052269056	0.74	0.846275550836209
"DSM_0182079356"	4.30380434782609	5.64479166666667	1.31158184956013	0.0452	0.160661386138614
"DSM_0182534409"	10.3169620253165	9.9725	0.966612068119356	0.561	0.71864049955397
"DSM_0182543518"	3.21514018691589	6.30857142857143	1.96214505801158	0.0727	0.208386976744186
"DSM_0182616789"	2.76702479338843	1.585	0.572817418834563	0.628	0.765758279082932
"DSM_0182859027"	5.15623762376238	17.6593333333333	3.42484862449915	0.000591	0.0138371086956522
"DSM_0182953646"	5.41154981549816	12.33	2.27846003832175	0.00064	0.0145879365079365
"DSM_0182954866"	10.6845132743363	10.5572727272727	0.988091123685607	0.768	0.865657770800628
"DSM_0183412025"	5.61193732193732	8.82775	1.57303075454744	0.0311	0.127842366412214
"DSM_0183519757"	3.52824742268041	5.95333333333333	1.68733442418576	0.0661	0.197201385041551
"DSM_0184026126"	7.15324561403509	5.57615384615385	0.779527804163904	0.375	0.56308818403625
"DSM_0184223626"	4.80756892230576	9.51	1.9781307670653	0.0257	0.114022245108136
"DSM_0184253450"	4.12383233532934	7.41875	1.79899409014346	0.749	0.852494583883752
"DSM_0184290415"	6.691796875	9.69388888888889	1.44862270477821	0.031	0.127797129186603
"DSM_0184365321"	5.77814977973568	6.43833333333333	1.11425518180802	0.118	0.277480349344978
"DSM_0184545489"	6.96505928853755	14.5558333333333	2.08983624264161	0.173	0.351714959886739
"DSM_0184603885"	4.97666666666667	4.24875	0.853734092431346	0.209	0.392832460732984
"DSM_0184810538"	3.62851485148515	3.92923076923077	1.08287575772841	0.621	0.761243181818182
"DSM_0184982215"	4.17607594936709	1.11888888888889	0.267928290207093	0.0113	0.0715888235294118
"DSM_0185060135"	9.01563157894737	10.972	1.21699737882158	0.654	0.782402665926132
"DSM_0185086951"	10.2716666666667	15.4085714285714	1.50010430912589	0.694	0.812211898940505
"DSM_0185348093"	9.29970873786408	13.1327777777778	1.41217086985824	0.101	0.251652978600347
"DSM_0185513499"	5.64049382716049	9.555	1.69400061285239	0.0701	0.205435918367347
"DSM_0185692792"	6.93480686695279	10.4394444444444	1.50536916812964	0.15	0.323423423423423
"DSM_0185713229"	1.62823529411765	1.27666666666667	0.784079961464355	0.522	0.688963235294118
"DSM_0185814044"	4.75127659574468	16.28375	3.42723680085979	0.0128	0.0770145251396648
"DSM_0185904498"	3.06558139534884	10.8433333333333	3.53712132706216	0.00331	0.0362836641221374
"DSM_0185926866"	3.63968325791855	3.92823529411765	1.07927943608041	0.52	0.688221198156682
"DSM_0185956409"	11.918115942029	15.5846153846154	1.30764086038604	0.424	0.607042871385842
"DSM_0186127971"	8.8771875	5.136	0.578561622135389	0.965	0.983491838183108
"DSM_0186338814"	2.83035087719298	9.92428571428571	3.50638000194809	0.0105	0.0678170914542729
"DSM_0186532824"	6.63451690821256	12.1035714285714	1.82433349647342	0.0366	0.142432520325203
"DSM_0186638850"	16.0776756756757	22.22375	1.38227380924364	0.188	0.367970922308042
"DSM_0186748037"	10.1192268041237	13.739	1.35771242862164	0.331	0.524245588235294
"DSM_0186886693"	8.01376237623762	16.2152	2.02341911810129	0.000701	0.015407693877551
"DSM_0187027536"	3.67909930715935	7.776	2.11356077963655	0.00379	0.0396294174757282
"DSM_0187178172"	4.45173076923077	27.525	6.18298846602445	0.00139	0.0220151470588235
"DSM_0187325525"	7.5642735042735	12.4466666666667	1.64545434001492	0.0156	0.0853936467598475
"DSM_0187418455"	2.79382488479263	3.79214285714286	1.35733018836803	0.076	0.214553079947575
"DSM_0187568143"	2.03494117647059	2.90571428571429	1.42791070292949	0.366	0.554990496304118
"DSM_0187670000"	15.7654032258065	17.0782142857143	1.08327164494968	0.47	0.646062539885131
"DSM_0187710651"	5.82870967741936	7.95111111111111	1.36412886404585	0.996	1
"DSM_0187737353"	6.76823076923077	12.0516666666667	1.78062289504889	0.0672	0.199791304347826
"DSM_0188697351"	5.44152466367713	13.7392857142857	2.52489634127677	8.62e-05	0.00410443516483517
"DSM_0188894578"	2.565	2.79	1.08771929824561	0.748	0.852031729243786
"DSM_0188939278"	16.5134408602151	17.0282352941176	1.03117426817707	0.631	0.767461321287408
"DSM_0189207309"	7.66956639566396	16.3855555555556	2.13643832131361	0.176	0.355799155326138
"DSM_0189210040"	2.89	3.635625	1.25800173010381	0.238	0.42614463840399
"DSM_0189258290"	5.51401709401709	10.553	1.91384970704033	0.32	0.513430167597765
"DSM_0189333023"	1.39463414634146	0.593333333333333	0.425440130581789	0.149	0.32142814221332
"DSM_0189648540"	4.4039846743295	4.54066666666667	1.03103598273942	0.429	0.611559232296492
"DSM_0190129896"	2.62622516556291	2.15555555555556	0.820780938291529	0.0869	0.231805077399381
"DSM_0190336157"	13.737032967033	9.36888888888889	0.682016918163694	0.416	0.599975895547372
"DSM_0190361157"	3.91736842105263	3.47666666666667	0.887500559810112	0.626	0.763968271954674
"DSM_0190364881"	5.2474	9.631	1.8353851431185	0.0258	0.114113347022587
"DSM_0190471875"	5.72330578512397	10.735	1.87566424074395	0.07	0.205422343324251
"DSM_0190513267"	2.13977667493797	7.38636363636364	3.45193202770928	0.00112	0.0199378512396694
"DSM_0190597437"	6.52385416666667	6.9325	1.06263871369493	0.462	0.638734274711168
"DSM_0190869011"	9.2535635359116	15.8493333333333	1.71278159725436	0.0388	0.147139436619718
"DSM_0191179245"	5.60596899224806	16.31	2.90939889652502	0.437	0.618258128078818
"DSM_0191196759"	6.41230158730159	12.2528571428571	1.91083606658828	0.00377	0.039516204379562
"DSM_0191546673"	7.8718947368421	8.77666666666667	1.11493699548471	0.48	0.655001583782072
"DSM_0191667106"	5.17207594936709	9.81	1.89672388728175	0.194	0.374440860215054
"DSM_0191775742"	7.39437229437229	8.31366666666667	1.12432351735847	0.672	0.794886326194399
"DSM_0192082348"	3.739125	4.29666666666667	1.14911019735009	0.794	0.882040226921093
"DSM_0192348124"	13.4386243386243	13.529756097561	1.0067813309339	0.464	0.640471643703941
"DSM_0192357608"	1.87685950413223	2.37666666666667	1.26629972112139	0.345	0.537526220614828
"DSM_0193008916"	18.1589711934156	23.2684210526316	1.28137331156011	0.481	0.655535590003164
"DSM_0193083480"	12.5	26.7922222222222	2.14337777777778	0.0137	0.0794341857335128
"DSM_0193307144"	4.78594900849858	7.77666666666667	1.62489542886006	0.0863	0.230490018598884
"DSM_0193644998"	2.13400809716599	6.41181818181818	3.00458943446991	0.606	0.751265611510791
"DSM_0194062564"	5.40684210526316	8.71666666666667	1.61215483954703	0.563	0.719277580071174
"DSM_0194193430"	10.5620376175549	13.2883333333333	1.25812213651343	0.312	0.503218270310745
"DSM_0194289563"	2.56111111111111	2.745	1.07180043383948	0.896	0.943065721964329
"DSM_0194303287"	6.27603448275862	9.08958333333333	1.44830041299232	0.0308	0.127460518731988
"DSM_0194528710"	2.14194267515924	3.09814814814815	1.44641973105925	0.0533	0.174613231939164
"DSM_0194626966"	5.28969696969697	6.128	1.15847846012832	0.26	0.447673860911271
"DSM_0194937000"	4.39565789473684	6.65333333333333	1.51361491104659	0.404	0.590177009155646
"DSM_0195361870"	4.42172131147541	6.9325	1.56782834368338	0.369	0.557576990529639
"DSM_0195571082"	2.18666666666667	4.772	2.18231707317073	0.255	0.44313836224284
"DSM_0195659402"	12.4303448275862	8.964	0.721138482023968	0.296	0.485778285714286
"DSM_0195944173"	3.47994219653179	6.67166666666667	1.91717743855511	0.473	0.647706293706294
"DSM_0196056540"	1.95139240506329	2.64727272727273	1.35660706703779	0.786	0.877679626749611
"DSM_0196071548"	3.96544217687075	2.908	0.733335620668359	0.631	0.767461321287408
"DSM_0196541260"	11.485	13.27	1.15542011319112	0.79	0.879865563598759
"DSM_0196939038"	6.19	6.22	1.0048465266559	0.531	0.695726277372263
"DSM_0196975447"	6.6643342776204	12.6231034482759	1.8941281938191	0.0139	0.0798416
"DSM_0197142145"	6.68429708222812	12.4867346938776	1.86806997658388	0.00224	0.0293727272727273
"DSM_0197297474"	3.95633116883117	6.74941176470588	1.70597745150335	0.0628	0.191196042402827
"DSM_0197484497"	2.67745454545455	0.9825	0.366953008284667	0.868	0.92626802080753
"DSM_0197682114"	3.41710843373494	7.43666666666667	2.17630397480196	0.473	0.647706293706294
"DSM_0197871864"	3.14237373737374	5.26428571428571	1.67525767278254	0.342	0.533817391304348
"DSM_0197978645"	4.72095238095238	15.5625	3.2964746822675	0.0612	0.188186723768737
"DSM_0198090925"	7.66296943231441	10.2938095238095	1.34331862011624	0.361	0.550509026548673
"DSM_0198125333"	6.11483146067416	5.41	0.884734114880012	0.947	0.974832974910394
"DSM_0198364663"	3.59151960784314	6.90242424242424	1.92186734198827	0.00151	0.0232324285714286
"DSM_0198535977"	3.36067307692308	5.29333333333333	1.57508130430221	0.08	0.221064785118666
"DSM_0198596694"	2.35884146341463	11.608	4.92105984231614	0.0703	0.205462957937585
"DSM_0198681834"	5.09480769230769	3.565	0.699732004680482	0.726	0.836706260032103
"DSM_0198956944"	5.42987179487179	8.07285714285714	1.48674912554685	0.0822	0.22370031585597
"DSM_0199108296"	7.80833333333333	24.85	3.18249733191035	0.0405	0.149634648370497
"DSM_0199287653"	9.07819444444444	16.9752	1.86988724507749	0.0535	0.174869499241275
"DSM_0199345167"	5.82060606060606	12.314	2.11558725531029	5.19e-05	0.00306281095890411
"DSM_0199389051"	5.42995145631068	8.27454545454546	1.52387098137476	0.00207	0.028042641509434
"DSM_0199566695"	2.19162790697674	0.593333333333333	0.270727221279004	0.168	0.34595793499044
"DSM_0199583932"	4.15463414634146	3.45	0.830398027474463	0.358	0.548653148345784
"DSM_0199641240"	13.72	25.1467857142857	1.83285610162432	0.00471	0.0451908240534521
"DSM_0199879883"	12.8856024096386	17.4062068965517	1.35082601055048	0.553	0.714125899280576
"DSM_0200020719"	2.43361445783133	6.58740740740741	2.70684100606374	0.108	0.262120563380282
"DSM_0200304376"	4.15567164179105	2.45	0.589555723162016	0.666	0.791047146401985
"DSM_0200400951"	4.34479591836735	6.366	1.46520115549919	0.163	0.340710334788937
"DSM_0200450445"	10.7250688705234	11.6785074626866	1.08889813237317	0.651	0.781417665087768
"DSM_0200723662"	4.85981818181818	6.84866666666667	1.40924339356754	0.214	0.397890375485542
"DSM_0200740450"	5.08761904761905	8.05857142857143	1.58395731935605	0.0645	0.194447865640308
"DSM_0200966611"	3.77850746268657	7.11666666666667	1.88345973560857	0.114	0.271783065855008
"DSM_0200980023"	10.50475	28.3973333333333	2.70328502185519	4.93e-06	0.000672048
"DSM_0201017186"	3.20487684729064	3.08611111111111	0.962942184102977	0.36	0.549957446808511
"DSM_0201044177"	12.3890582959641	23.1503846153846	1.86861535899997	0.0217	0.103525581395349
"DSM_0201164547"	4.61157407407407	8.61333333333333	1.86776428069471	0.252	0.439698663426488
"DSM_0201187819"	3.12266393442623	5.38272727272727	1.72376130949753	0.164	0.340816208393632
"DSM_0201314757"	10.4745	18.135	1.73134755835601	0.201	0.383314741035857
"DSM_0201316576"	2.65737704918033	2.507	0.94341147439852	0.817	0.8967225477707
"DSM_0201733754"	1.8845390070922	1.85666666666667	0.985209995483968	0.955	0.97839239001189
"DSM_0201901479"	5.95385620915033	7.345	1.23365424726107	0.263	0.451036624203822
"DSM_0202215959"	3.95733990147783	7.53	1.90279333781462	0.218	0.402893178893179
"DSM_0202253016"	4.38291891891892	16.035	3.65852079325144	0.000774	0.0163450588235294
"DSM_0202283394"	7.0915	9.11894736842105	1.285898239924	0.178	0.357160689333954
"DSM_0202333573"	7.99663212435233	9.28375	1.16095749505945	0.705	0.820626857606052
"DSM_0202776379"	1.4065811965812	2.02666666666667	1.4408458406757	0.492	0.664639698965193
"DSM_0202789474"	6.378125	9.534	1.49479666829985	0.2	0.382084257206208
"DSM_0202819614"	4.17636923076923	8.52578947368421	2.04143575497846	0.00021	0.00701302325581395
"DSM_0202950821"	2.84330357142857	5.5895	1.96584707175381	0.0413	0.151788255319149
"DSM_0203062275"	4.19287878787879	12.74	3.03848516604633	0.038	0.145509574468085
"DSM_0203262023"	11.7948466257669	21.88	1.855047436751	0.132	0.298977917981073
"DSM_0203421039"	15.3211494252874	23.8937931034483	1.5595300613681	0.00591	0.0503167588932806
"DSM_0203569554"	2.98408333333333	16.126	5.40400457985423	0.00234	0.0300795266272189
"DSM_0203613995"	4.12568493150685	4.54857142857143	1.10250091901955	0.6	0.747267996530789
"DSM_0203939946"	1.33554794520548	7.63625	5.71769065080261	0.138	0.307237209302326
"DSM_0204197036"	9.69271604938272	21.7896153846154	2.24804020602698	0.000294	0.008616
"DSM_0204622041"	2.18981651376147	4.315	1.97048472914659	0.14	0.309609856262834
"DSM_0204641066"	5.93941690962099	17.2209090909091	2.89942756215913	0.0084	0.0616161224489796
"DSM_0204720404"	10.8584710743802	12.1184210526316	1.11603382922152	0.0593	0.185297031136857
"DSM_0205036204"	3.02888888888889	6.45333333333333	2.13059427732942	0.5	0.671237145528202
"DSM_0205041657"	1.92941176470588	4.24666666666667	2.2010162601626	0.394	0.580688333903524
"DSM_0205137354"	3.55989949748744	4.11	1.15452697552299	0.0208	0.101479501698754
"DSM_0205142998"	8.50244186046512	10.3968	1.22280165752657	0.318	0.5109824692279
"DSM_0205185840"	3.48985148514851	22.675	6.49741116391233	0.000976	0.0181485957446809
"DSM_0205243189"	4.96640449438202	0.98	0.197325852356282	0.147	0.318229145728643
"DSM_0205346736"	7.40227450980392	7.72589743589744	1.04371938998816	0.579	0.730832698505713
"DSM_0205389164"	10.9258095238095	17.8021052631579	1.62936258630205	0.165	0.342233991333654
"DSM_0205727074"	13.0430841121495	14.3381081081081	1.09928817332032	0.857	0.920457741211668
"DSM_0205944749"	4.51226190476191	7.59795454545455	1.6838460855821	6.23e-06	0.000725374054054054
"DSM_0206000617"	3.90223214285714	4.83461538461538	1.23893587250183	0.26	0.447673860911271
"DSM_0206215626"	2.85959183673469	3.415	1.19422637739081	0.65	0.780434782608696
"DSM_0206235742"	3.65805555555556	4.22741935483871	1.15564656977898	0.473	0.647706293706294
"DSM_0206803643"	20.64528	16.5555172413793	0.801903255435592	0.0809	0.222543367346939
"DSM_0207155149"	7.11648068669528	10.53	1.47966396082357	0.564	0.720128037937166
"DSM_0207166358"	3.37481981981982	7.28454545454546	2.15849907356961	0.0194	0.0968426419466976
"DSM_0207306513"	8.15857142857143	13.0022222222222	1.59368859316329	0.0237	0.108848187633262
"DSM_0207629364"	6.66462068965517	11.5182857142857	1.72827325824625	0.002	0.0275271565495208
"DSM_0207661425"	2.82238095238095	18.0175	6.38379449974692	0.0826	0.224081108312343
"DSM_0207757831"	12.1912162162162	12.71	1.04255389901901	0.797	0.883777606177606
"DSM_0208163046"	4.46147540983607	3.40285714285714	0.76272013857904	0.0774	0.216518961038961
"DSM_0208365268"	6.87513513513514	13.8133333333333	2.00917262887544	0.0477	0.165186173633441
"DSM_0208484070"	9.48164383561644	17.0733333333333	1.80067229157035	0.137	0.306118257261411
"DSM_0208886168"	2.96930555555556	9.24108108108108	3.11220280573384	8.25e-08	5.07728571428571e-05
"DSM_0209398433"	1.04872611464968	0.433333333333333	0.413199716570503	0.151	0.325091454272864
"DSM_0209419384"	6.38328671328671	11.201	1.75473866412506	0.0796	0.220377150192555
"DSM_0209484223"	4.36604166666667	2.93	0.671088419143961	0.72	0.832910848549946
"DSM_0209859114"	3.07666666666667	1.60555555555556	0.521849042975804	0.523	0.689227286631998
"DSM_0209903771"	8.22375	12.7011320754717	1.54444530481492	0.000245	0.00771069565217391
"DSM_0210146672"	6.65336633663366	8.86967213114754	1.33311044099749	0.00266	0.0328346131805158
"DSM_0210198764"	11.1156140350877	11.517	1.03611010274783	0.463	0.639706221937139
"DSM_0210232027"	5.69264840182648	11.3977777777778	2.00219247233341	0.0404	0.149521649484536
"DSM_0210437916"	4.8343137254902	10.185	2.10681403366457	0.099	0.248538461538462
"DSM_0210616268"	4.92159722222222	5.70625	1.15943051459694	0.499	0.670312441534144
"DSM_0211049346"	5.63229357798165	16.0133333333333	2.84312831204934	0.0266	0.115984615384615
"DSM_0211060109"	6.5252688172043	6.811	1.0437884155887	0.29	0.479401381427475
"DSM_0211096022"	5.00768595041322	8.502	1.69779017378245	0.126	0.288727659574468
"DSM_0211177689"	9.38118942731277	15.3878571428571	1.64028850095024	0.188	0.367970922308042
"DSM_0211423100"	2.01754237288136	0.782857142857143	0.38802513066385	0.129	0.294193753308629
"DSM_0211708059"	1.95021428571429	3.05444444444444	1.56620965543062	0.00749	0.0575935828877005
"DSM_0211916792"	18.2681382978723	31.8345454545455	1.7426266943826	0.0445	0.15869701986755
"DSM_0211943984"	3.66117647058824	7.13714285714286	1.94941241278002	0.0523	0.173112883435583
"DSM_0212114399"	8.05933333333333	14.1106666666667	1.75084787823641	0.143	0.313508396946565
"DSM_0212115784"	2.54722513089005	6.48625	2.54639840088794	0.0533	0.174613231939164
"DSM_0212155442"	7.72755813953488	11.1957142857143	1.44880363027436	0.137	0.306118257261411
"DSM_0212218570"	16.0508771929825	15.3945454545455	0.959109291626507	0.673	0.795413991769547
"DSM_0212269588"	13.5535849056604	11.2845454545455	0.832587506042973	0.495	0.667645585472761
"DSM_0212394270"	4.20321285140562	4.24045454545455	1.00886029220159	0.652	0.781529215358932
"DSM_0212424711"	7.46692307692308	16.9757142857143	2.27345509131849	0.000615	0.0142140962566845
"DSM_0212468530"	4.42558139534884	5.345	1.20775091960063	0.405	0.59043654822335
"DSM_0212781632"	2.80628571428571	4.21375	1.50153991040521	0.478	0.653099904852521
"DSM_0212851802"	3.14081196581197	10.9266666666667	3.47893053949248	0.00607	0.0509584435797665
"DSM_0212855215"	3.97938697318008	10.313	2.59160520690917	0.00212	0.0283632298136646
"DSM_0213018619"	8.60869706840391	8.20285714285714	0.952856986101149	0.567	0.722887244746967
"DSM_0213048932"	1.96761904761905	2.54	1.29090029041626	0.214	0.397890375485542
"DSM_0213076243"	4.73030701754386	6.56109375	1.38703338402055	0.397	0.583512794268168
"DSM_0213326077"	6.40496124031008	10.2861111111111	1.60595993093209	0.178	0.357160689333954
"DSM_0213424478"	7.35388489208633	8.455	1.14973243721813	0.379	0.566920833333333
"DSM_0213613863"	4.73421768707483	4.80709677419355	1.01539411407247	0.96	0.980716148921034
"DSM_0213698842"	3.51946808510638	4.86333333333333	1.38183760037885	0.975	0.989004002825524
"DSM_0213888298"	5.36697674418605	3.93636363636364	0.733441530304343	0.328	0.520834500552893
"DSM_0214043137"	5.68045918367347	10.0624137931034	1.77140851958314	0.00143	0.0224833576642336
"DSM_0214162870"	5.79917721518987	2.3375	0.403074421295033	0.953	0.977040456925274
"DSM_0214169534"	5.87215434083601	7.56731707317073	1.28867816374414	0.258	0.446191890806905
"DSM_0214307331"	9.01892857142857	11.6714285714286	1.29410367085099	0.0122	0.0748683760683761
"DSM_0214844834"	8.6346511627907	3.30333333333333	0.382567085925647	0.2	0.382084257206208
"DSM_0214945690"	4.12462686567164	6.005	1.45588927085218	0.276	0.466094864758918
"DSM_0214998482"	6.84264285714286	9.59789473684211	1.40265902184609	0.0381	0.145509574468085
"DSM_0215089839"	17.4423684210526	22.1791666666667	1.27156852391082	0.245	0.433275862068966
"DSM_0215196611"	3.84098765432099	3.2225	0.83897692208794	0.796	0.88335085007728
"DSM_0215289435"	5.9034	8.65375	1.46589253650439	0.282	0.471972027972028
"DSM_0215305847"	6.86172839506173	17.2657142857143	2.51623399989719	0.0814	0.222931468531469
"DSM_0215535699"	3.68919117647059	5.22428571428571	1.41610598756873	0.34	0.532625454545455
"DSM_0215538478"	6.45151515151515	17.988	2.78818224518553	0.00632	0.0517615209125475
"DSM_0215593099"	11.4330817610063	15.5107547169811	1.35665562804616	0.00998	0.067177875
"DSM_0215609917"	9.29030612244898	18.6828571428571	2.01100554670767	0.233	0.421041946308725
"DSM_0215662224"	8.43803867403315	8.12371134020619	0.96274876828969	1	1
"DSM_0215691398"	24.2609278350515	22.9288888888889	0.945095300756051	0.968	0.985383742911153
"DSM_0215936018"	4.84214285714286	10.1511428571429	2.09641540050155	4.91e-05	0.00297919436619718
"DSM_0215969121"	4.89048	9.12	1.86484762231928	0.0378	0.144877580071174
"DSM_0216271609"	6.07697674418605	5.06777777777778	0.833930750619741	0.463	0.639706221937139
"DSM_0216866323"	5.79376963350785	17.75	3.06363578857954	0.0414	0.151788255319149
"DSM_0217142642"	1.22	1.676	1.37377049180328	0.883	0.935094395280236
"DSM_0217220586"	6.74858552631579	11.4185714285714	1.69199477194817	0.0153	0.0840719387755102
"DSM_0217337825"	12.7683739837398	16.7878260869565	1.31479749170375	0.166	0.343151631477927
